Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Antall stemmeberettigede;Godkjente stemmegivninger — Forhånd;Godkjente stemmegivninger - Valgting;Godkjente stemmegivninger - Totalt;Forkastede stemmegivninger - Forhånd;Forkastede stemmegivninger - Totalt;Godkjente stemmesedler - Forhånd;Godkjente stemmesedler - Valgting;Godkjente stemmesedler - Totalt;Forkastede stemmesedler - Forhånd;Forkastede stemmesedler - Totalt;Blanke stemmesedler - Forhånd;Blanke stemmesedler - Totalt;
19;Troms Romsa;1929;Berg;;;704;166;351;517;0;0;166;344;510;0;0;2;6;
19;Troms Romsa;1931;Lenvik;;;8725;1132;3481;4613;1;11;1122;3473;4595;7;7;7;25;
19;Troms Romsa;1933;Balsfjord;;;4543;394;2174;2568;0;7;387;2168;2555;4;4;3;15;
19;Troms Romsa;1936;Karlsøy;;;1880;212;809;1021;0;3;206;803;1009;5;5;3;13;
19;Troms Romsa;1938;Lyngen;;;2357;454;1119;1573;0;5;448;1117;1565;5;6;1;8;
19;Troms Romsa;1939;Storfjord;;;1492;253;881;1134;0;1;251;880;1131;0;0;2;5;
19;Troms Romsa;1940;Gáivuotna Kåfjord;;;1770;125;931;1056;0;0;125;932;1057;0;0;3;6;
19;Troms Romsa;1941;Skjervøy;;;2265;279;1076;1355;0;4;275;1064;1339;2;2;2;2;
19;Troms Romsa;1942;Nordreisa;;;3837;482;1652;2134;0;5;479;1652;2131;4;4;3;23;
19;Troms Romsa;1943;Kvænangen;;;1001;251;398;649;0;0;250;398;648;1;1;1;3;
20;Finnmark Finnmárku;2002;Vardø;;;1706;257;759;1016;0;0;257;759;1016;0;0;1;10;
20;Finnmark Finnmárku;2003;Vadsø;;;4843;746;2306;3052;1;1;737;2315;3052;0;3;7;34;
20;Finnmark Finnmárku;2004;Hammerfest;;;7860;1300;2652;3952;5;5;1295;2645;3940;7;9;9;27;
20;Finnmark Finnmárku;2011;Guovdageaidnu Kautokeino;;;2348;622;960;1582;0;1;619;960;1579;1;1;0;2;
20;Finnmark Finnmárku;2012;Alta;;;14896;3664;4707;8371;4;5;3644;4698;8342;6;9;27;64;
20;Finnmark Finnmárku;2014;Loppa;;;828;138;409;547;0;1;137;405;542;0;0;0;6;
20;Finnmark Finnmárku;2015;Hasvik;;;825;128;393;521;0;1;128;391;519;0;0;0;4;
20;Finnmark Finnmárku;2017;Kvalsund;;;853;99;407;506;0;0;97;407;504;4;4;1;7;
20;Finnmark Finnmárku;2018;Måsøy;;;996;204;350;554;0;1;202;350;552;2;2;0;7;
20;Finnmark Finnmárku;2019;Nordkapp;;;2568;401;917;1318;0;0;391;906;1297;9;9;7;15;
20;Finnmark Finnmárku;2020;Porsanger Porsángu Porsanki;;;3183;647;1506;2153;1;8;640;1502;2142;7;7;2;13;
20;Finnmark Finnmárku;2021;Kárásjohka Karasjok;;;2170;362;1072;1434;0;0;370;1070;1440;1;1;3;10;
20;Finnmark Finnmárku;2022;Lebesby;;;1056;259;427;686;0;0;259;425;684;3;3;1;4;
20;Finnmark Finnmárku;2023;Gamvik;;;871;187;378;565;0;0;190;373;563;0;1;3;3;
20;Finnmark Finnmárku;2024;Berlevåg;;;808;126;324;450;1;1;122;322;444;4;4;5;16;
20;Finnmark Finnmárku;2025;Deatnu Tana;;;2335;322;1075;1397;1;3;319;1071;1390;0;0;4;13;
20;Finnmark Finnmárku;2027;Unjárga Nesseby;;;750;182;341;523;0;0;182;341;523;1;3;3;8;
20;Finnmark Finnmárku;2028;Båtsfjord;;;1671;362;679;1041;0;4;360;674;1034;1;2;5;24;
20;Finnmark Finnmárku;2030;Sør-Varanger;;;7888;1132;3346;4478;0;0;1096;3327;4423;1;9;5;29;
